Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
2024-10-28,19:37:13,"""CNR3734098""",Completed,"""CID3952009""",Go Sedan,"Paschim Vihar, New Delhi, India","Preet Vihar, New Delhi, India",5.9,15.4,,,,,,,120.0,46.6,3.7,3.3,UPI,,,,
2024-06-15,18:03:58,"""CNR4095381""",Completed,"""CID3315873""",Premier Sedan,"Subhash Nagar, New Delhi, India","Mundka, New Delhi, India",4.1,18.7,,,,,,,537.0,13.06,4.4,4.2,UPI,,,,
2024-10-17,13:36:31,"""CNR2854614""",Completed,"""CID1337745""",Go Mini,"Noida Extension, New Delhi, India","Ashok Vihar, New Delhi, India",13.1,23.2,,,,,,,704.0,2.21,4.9,4.8,Cash,,,28.6915549,77.1771146
2024-10-25,09:44:09,"""CNR4467639""",Completed,"""CID7068655""",Go Sedan,"Khan Market, New Delhi, India","Sikanderpur, New Delhi, India",3.3,17.1,,,,,,,494.0,30.14,4.8,4.3,Uber Wallet,,,,
2024-05-20,22:49:58,"""CNR6165121""",Completed,"""CID2308378""",Auto,"Vasant Kunj, New Delhi, India","Golf Course Road, New Delhi, India",10.1,38.4,,,,,,,334.0,13.37,4.5,4.1,Cash,28.5292495,77.1541335,,
2024-09-02,13:31:45,"""CNR1667494""",Completed,"""CID8959132""",Bike,"New Delhi Railway Station, New Delhi, India","Connaught Place, New Delhi, India",7.3,35.8,,,,,,,173.0,31.99,4.6,4.7,UPI,,,,
2024-08-05,19:00:15,"""CNR8274950""",Completed,"""CID3973695""",Auto,"Narsinghpur, New Delhi, India","Golf Course Road, New Delhi, India",15.0,30.5,,,,,,,394.0,41.86,4.7,3.4,UPI,,,,
2024-11-11,19:58:08,"""CNR3576328""",Completed,"""CID6843561""",Auto,"Lok Kalyan Marg, New Delhi, India","Saket A Block, New Delhi, India",6.8,43.9,,,,,,,150.0,35.44,4.2,4.2,Debit Card,,,28.5386595,77.2321529
2024-04-16,12:34:53,"""CNR8865230""",Completed,"""CID3957452""",Go Sedan,"Sonipat, New Delhi, India","South Extension, New Delhi, India",3.6,23.3,,,,,,,756.0,11.76,4.6,4.5,Cash,,,28.5673145,77.2101813
2024-06-14,16:08:47,"""CNR3522787""",Completed,"""CID7015762""",Go Sedan,"Noida Sector 62, New Delhi, India","Nirman Vihar, New Delhi, India",10.4,34.7,,,,,,,464.0,42.02,4.3,4.8,Credit Card,,,,
2024-10-10,15:01:32,"""CNR6301527""",Completed,"""CID9223120""",Go Mini,"Lal Quila, New Delhi, India","Ramesh Nagar, New Delhi, India",13.3,44.4,,,,,,,145.0,48.05,4.3,4.3,UPI,,,28.6356772,77.2700229
2024-06-05,02:52:55,"""CNR7000591""",Completed,"""CID7868462""",Go Mini,"Badarpur, New Delhi, India","Meerut, New Delhi, India",7.3,23.0,,,,,,,737.0,34.64,4.3,4.9,Uber Wallet,,,28.6314054,77.3302404
2024-05-14,20:49:11,"""CNR6271588""",Completed,"""CID2680590""",Go Mini,"Nehru Place, New Delhi, India","Dwarka Sector 21, New Delhi, India",14.3,18.8,,,,,,,126.0,30.82,3.8,3.2,Cash,,,28.5696878,77.0643221
2024-10-18,20:32:51,"""CNR6459206""",Completed,"""CID1655216""",Go Mini,"India Gate, New Delhi, India","Gurgaon Railway Station, New Delhi, India",7.6,39.1,,,,,,,201.0,45.84,4.6,3.3,UPI,,,,
2024-02-20,18:03:25,"""CNR2328817""",Completed,"""CID1204977""",Auto,"Gurgaon Sector 29, New Delhi, India","Sarai Kale Khan, New Delhi, India",3.5,29.6,,,,,,,75.0,15.55,3.9,4.5,UPI,,,,
2024-03-11,19:42:04,"""CNR6290650""",Completed,"""CID5854013""",Bike,"Civil Lines Gurgaon, New Delhi, India","Rithala, New Delhi, India",5.9,22.1,,,,,,,282.0,11.23,3.9,3.9,Cash,,,,
2024-09-12,10:49:34,"""CNR6872176""",Completed,"""CID8856135""",Premier Sedan,"Jor Bagh, New Delhi, India","Sadar Bazar Gurgaon, New Delhi, India",13.0,38.3,,,,,,,360.0,8.42,4.7,4.2,UPI,28.5865094,77.2125273,,
2024-12-08,14:36:44,"""CNR5465695""",Completed,"""CID2904781""",Go Mini,"Gwal Pahari, New Delhi, India","Panchsheel Park, New Delhi, India",6.2,17.1,,,,,,,482.0,19.89,4.9,5.0,UPI,,,,
2024-10-30,11:07:24,"""CNR5908211""",Completed,"""CID4946971""",Bike,"Subhash Chowk, New Delhi, India","Shahdara, New Delhi, India",3.3,17.4,,,,,,,372.0,20.42,3.4,4.7,Credit Card,,,28.6816931,77.3281381
2024-11-14,20:11:19,"""CNR3791330""",Completed,"""CID5098440""",Go Sedan,"Paschim Vihar, New Delhi, India","Malviya Nagar, New Delhi, India",9.0,39.3,,,,,,,219.0,9.45,4.7,4.2,UPI,,,,
2024-01-03,14:32:06,"""CNR8357673""",Completed,"""CID9244909""",Auto,"Panipat, New Delhi, India","IIT Delhi, New Delhi, India",10.6,32.1,,,,,,,474.0,45.74,3.7,5.0,Debit Card,,,28.5449971,77.1891506
2024-05-10,07:09:18,"""CNR6464747""",Completed,"""CID4866398""",eBike,"Kaushambi, New Delhi, India","Madipur, New Delhi, India",4.0,37.2,,,,,,,533.0,7.65,4.6,4.2,Debit Card,,,,
2024-04-19,14:14:54,"""CNR8835468""",Completed,"""CID8504415""",Premier Sedan,"Rohini East, New Delhi, India","Inderlok, New Delhi, India",11.4,44.5,,,,,,,136.0,10.8,3.0,4.5,Cash,,,,
2024-11-12,19:01:52,"""CNR1894992""",Completed,"""CID5824592""",Go Mini,"Madipur, New Delhi, India","Munirka, New Delhi, India",10.3,33.6,,,,,,,93.0,49.61,4.7,3.1,Credit Card,,,28.554886,77.1710841
2024-11-04,14:28:16,"""CNR9592116""",Completed,"""CID1573488""",eBike,"Punjabi Bagh, New Delhi, India","Inderlok, New Delhi, India",3.9,32.6,,,,,,,310.0,40.52,4.4,3.0,Cash,28.669427,77.1280011,,
2024-07-05,16:33:06,"""CNR7780671""",Completed,"""CID8352466""",Auto,"Ghaziabad, New Delhi, India","Jhilmil, New Delhi, India",12.1,16.0,,,,,,,110.0,43.62,4.7,4.9,Cash,,,28.6687247,77.313243
2024-09-27,19:27:58,"""CNR4330216""",Completed,"""CID6134224""",Auto,"Connaught Place, New Delhi, India","Vatika Chowk, New Delhi, India",3.1,35.8,,,,,,,435.0,14.21,3.6,4.2,Cash,28.6314022,77.2193791,,
2024-01-13,05:53:58,"""CNR2562875""",Completed,"""CID2655840""",Bike,"Central Secretariat, New Delhi, India","Saket, New Delhi, India",12.1,30.0,,,,,,,127.0,35.42,3.6,4.2,Cash,,,,
2024-06-20,09:34:11,"""CNR5743013""",Completed,"""CID2741238""",Go Mini,"Barakhamba Road, New Delhi, India","Civil Lines Gurgaon, New Delhi, India",2.7,38.9,,,,,,,269.0,8.38,4.8,4.4,UPI,28.6274707,77.2290488,,
2024-11-19,15:36:12,"""CNR4698816""",Completed,"""CID1027464""",Auto,"Madipur, New Delhi, India","Kashmere Gate, New Delhi, India",6.1,17.3,,,,,,,197.0,23.84,4.8,4.1,UPI,,,,
2024-12-26,19:11:24,"""CNR2943188""",Completed,"""CID5683632""",Auto,"Gurgaon Sector 56, New Delhi, India","Sarojini Nagar, New Delhi, India",8.8,42.9,,,,,,,110.0,16.84,4.2,5.0,UPI,,,28.575817,77.1980786
2024-10-15,14:51:05,"""CNR5412002""",Completed,"""CID9329239""",Go Sedan,"Panchsheel Park, New Delhi, India","Keshav Puram, New Delhi, India",4.7,21.6,,,,,,,139.0,10.88,4.3,4.3,Credit Card,,,,
2024-09-12,14:11:20,"""CNR1187047""",Completed,"""CID3349250""",Bike,"Kherki Daula Toll, New Delhi, India","Ardee City, New Delhi, India",5.3,19.3,,,,,,,102.0,3.17,4.1,4.1,Cash,,,,
2024-06-03,14:15:27,"""CNR1436282""",Completed,"""CID4461559""",Go Mini,"Faridabad Sector 15, New Delhi, India","Sushant Lok, New Delhi, India",2.4,22.5,,,,,,,403.0,27.4,3.2,4.2,Credit Card,,,,
2024-02-15,16:28:06,"""CNR7147423""",Completed,"""CID1997406""",Go Mini,"Adarsh Nagar, New Delhi, India","Khan Market, New Delhi, India",9.5,43.0,,,,,,,756.0,19.91,4.2,4.2,UPI,,,,
2024-02-04,13:18:56,"""CNR9376677""",Completed,"""CID8429245""",Go Sedan,"Ghaziabad, New Delhi, India","Shivaji Park, New Delhi, India",12.6,20.1,,,,,,,1368.0,26.8,4.1,4.1,UPI,,,28.6386524,77.224141
2024-08-08,17:17:16,"""CNR6745611""",Completed,"""CID5475331""",Bike,"Khandsa, New Delhi, India","Ashok Vihar, New Delhi, India",11.7,28.6,,,,,,,478.0,2.71,3.9,4.3,UPI,,,28.6915549,77.1771146
2024-03-26,15:17:38,"""CNR3209411""",Completed,"""CID2561236""",Uber XL,"Qutub Minar, New Delhi, India","Aya Nagar, New Delhi, India",11.8,17.1,,,,,,,476.0,32.75,4.3,4.3,UPI,,,28.471209,77.1289138
2024-01-03,17:17:36,"""CNR8231617""",Completed,"""CID8753535""",Auto,"Rohini, New Delhi, India","Subhash Chowk, New Delhi, India",9.6,30.1,,,,,,,136.0,8.58,3.1,4.4,Uber Wallet,28.7194361,77.0672351,,
2024-11-26,14:30:21,"""CNR5327332""",Completed,"""CID6930505""",Bike,"Ghitorni Village, New Delhi, India","Ramesh Nagar, New Delhi, India",7.4,29.1,,,,,,,616.0,12.99,3.8,4.1,Uber Wallet,,,28.6356772,77.2700229
2024-09-15,15:04:50,"""CNR3606471""",Completed,"""CID8760247""",eBike,"Dilshad Garden, New Delhi, India","Vishwavidyalaya, New Delhi, India",10.5,36.4,,,,,,,563.0,40.41,4.9,4.7,Cash,28.6816931,77.3281381,28.6899842,77.2197295
2024-12-07,09:05:57,"""CNR9855809""",Completed,"""CID2566946""",Auto,"Gwal Pahari, New Delhi, India","Pulbangash, New Delhi, India",14.0,17.7,,,,,,,588.0,23.91,4.1,4.8,UPI,,,,
2024-10-04,15:23:08,"""CNR7910132""",Completed,"""CID9839165""",Go Mini,"Meerut, New Delhi, India","RK Puram, New Delhi, India",10.1,24.5,,,,,,,289.0,41.75,4.5,4.5,UPI,,,28.5656918,77.174646
2024-11-12,22:22:13,"""CNR4542318""",Completed,"""CID8651248""",Go Mini,"Ashram, New Delhi, India","Karkarduma, New Delhi, India",6.5,38.2,,,,,,,652.0,24.89,4.2,4.5,Cash,,,,
2024-01-27,08:33:47,"""CNR6180254""",Completed,"""CID3510326""",Auto,"Udyog Bhawan, New Delhi, India","Cyber Hub, New Delhi, India",13.3,22.8,,,,,,,537.0,30.39,4.7,4.2,Credit Card,28.612527,77.2122895,,
2024-02-12,16:13:49,"""CNR4355945""",Completed,"""CID5156391""",Bike,"AIIMS, New Delhi, India","Sarojini Nagar, New Delhi, India",10.0,34.1,,,,,,,501.0,49.1,4.9,4.3,UPI,,,28.575817,77.1980786
2024-09-28,16:22:06,"""CNR6266182""",Completed,"""CID8146167""",Go Mini,"Indirapuram, New Delhi, India","Gurgaon Sector 29, New Delhi, India",9.0,28.1,,,,,,,670.0,33.53,4.8,4.6,UPI,,,,
2024-11-01,01:09:18,"""CNR5676867""",Completed,"""CID1013913""",Auto,"India Gate, New Delhi, India","Sohna Road, New Delhi, India",3.7,36.1,,,,,,,994.0,28.46,4.4,5.0,UPI,,,,
2024-06-15,07:13:40,"""CNR3469442""",Completed,"""CID9444960""",Uber XL,"Sultanpur, New Delhi, India","Vishwavidyalaya, New Delhi, India",7.3,28.8,,,,,,,584.0,9.4,3.9,4.6,UPI,,,28.6899842,77.2197295
2024-05-18,08:08:48,"""CNR9262507""",Completed,"""CID8817727""",Auto,"Hauz Khas, New Delhi, India","Mehrauli, New Delhi, India",13.7,33.5,,,,,,,180.0,3.77,4.9,4.7,Cash,,,28.4915171,77.1433001
2024-03-29,05:29:07,"""CNR1753864""",Completed,"""CID6814091""",Bike,"Connaught Place, New Delhi, India","IMT Manesar, New Delhi, India",2.7,28.0,,,,,,,578.0,43.47,4.9,4.3,Uber Wallet,28.6314022,77.2193791,,
2024-03-24,10:58:40,"""CNR7455019""",Completed,"""CID7928521""",Go Sedan,"Sarai Kale Khan, New Delhi, India","Gurgaon Sector 56, New Delhi, India",7.5,32.9,,,,,,,3126.0,48.79,4.3,4.3,UPI,,,,
2024-06-19,17:52:47,"""CNR6871709""",Completed,"""CID8427572""",Go Mini,"Saidulajab, New Delhi, India","MG Road, New Delhi, India",6.4,38.2,,,,,,,122.0,46.43,3.7,4.4,UPI,28.5204237,77.2022859,28.4915171,77.1433001
2024-06-12,18:17:31,"""CNR1198145""",Completed,"""CID6984616""",Go Sedan,"Rajouri Garden, New Delhi, India","Patel Chowk, New Delhi, India",9.4,35.9,,,,,,,432.0,40.62,4.2,4.6,Debit Card,28.6503246,77.1209907,28.6229664,77.214031
2024-01-19,07:21:23,"""CNR1758422""",Completed,"""CID1584306""",Bike,"Cyber Hub, New Delhi, India","Chandni Chowk, New Delhi, India",4.5,38.0,,,,,,,404.0,12.67,4.1,3.9,Cash,,,,
2024-09-19,07:50:06,"""CNR1569234""",Completed,"""CID5949005""",Premier Sedan,"Sarojini Nagar, New Delhi, India","Greater Noida, New Delhi, India",5.9,28.8,,,,,,,319.0,47.09,4.8,4.9,UPI,,,,
2024-05-23,22:40:04,"""CNR2034820""",Completed,"""CID1184825""",eBike,"Rajouri Garden, New Delhi, India","Kaushambi, New Delhi, India",9.0,31.8,,,,,,,82.0,30.78,4.7,4.3,UPI,28.6503246,77.1209907,,
2024-04-12,19:43:22,"""CNR7505670""",Completed,"""CID2779568""",Uber XL,"Gurgaon Sector 56, New Delhi, India","Pataudi Chowk, New Delhi, India",10.3,38.7,,,,,,,151.0,24.52,3.5,4.4,UPI,28.5337309,77.089943,,
2024-01-21,14:58:29,"""CNR2429400""",Completed,"""CID5658988""",Go Sedan,"IGI Airport, New Delhi, India","Noida Film City, New Delhi, India",2.9,38.2,,,,,,,299.0,29.54,4.3,4.9,UPI,28.5564626,77.0866995,,
2024-01-11,10:41:45,"""CNR7502396""",Completed,"""CID2433457""",Go Mini,"Peeragarhi, New Delhi, India","Madipur, New Delhi, India",11.6,21.3,,,,,,,351.0,27.16,4.3,4.6,UPI,,,,
2024-09-30,20:30:22,"""CNR7478674""",Completed,"""CID5087362""",Premier Sedan,"Moti Nagar, New Delhi, India","Khandsa, New Delhi, India",7.9,27.4,,,,,,,172.0,44.43,4.7,4.2,UPI,28.5794125,77.1877951,,
2024-09-13,17:58:09,"""CNR2442386""",Completed,"""CID5667250""",Premier Sedan,"Ghitorni, New Delhi, India","Sikanderpur, New Delhi, India",14.4,39.8,,,,,,,311.0,31.47,3.5,4.4,Uber Wallet,,,,
2024-03-18,00:03:42,"""CNR4939679""",Completed,"""CID9030593""",Auto,"Govindpuri, New Delhi, India","IGNOU Road, New Delhi, India",10.5,22.5,,,,,,,984.0,8.53,4.8,4.5,Uber Wallet,28.539116,77.2642672,,
2024-03-29,19:51:41,"""CNR5121687""",Completed,"""CID1746455""",Auto,"Raj Nagar Extension, New Delhi, India","Qutub Minar, New Delhi, India",5.9,27.6,,,,,,,253.0,8.1,4.1,4.8,Cash,,,,
2024-04-17,10:34:58,"""CNR3366805""",Completed,"""CID8729386""",Auto,"Seelampur, New Delhi, India","Rajouri Garden, New Delhi, India",5.0,44.3,,,,,,,596.0,13.12,4.3,4.3,Debit Card,,,,
2024-01-17,21:49:23,"""CNR2226605""",Completed,"""CID8845906""",Auto,"Pitampura, New Delhi, India","Shastri Park, New Delhi, India",9.0,35.0,,,,,,,581.0,31.2,3.6,4.2,Uber Wallet,28.690109,77.1343765,28.6442794,77.2718858
2024-05-25,23:14:33,"""CNR3522726""",Completed,"""CID8795851""",Go Sedan,"Gurgaon Sector 29, New Delhi, India","Mansarovar Park, New Delhi, India",7.4,16.8,,,,,,,420.0,10.73,3.3,4.3,UPI,28.5337309,77.089943,,
2024-09-19,11:54:23,"""CNR5779830""",Completed,"""CID4250717""",Go Mini,"Shahdara, New Delhi, India","Nawada, New Delhi, India",9.9,15.5,,,,,,,990.0,39.83,4.2,3.7,UPI,28.6816931,77.3281381,,
2024-10-04,08:10:41,"""CNR6758165""",Completed,"""CID8205153""",Premier Sedan,"Janakpuri, New Delhi, India","Rithala, New Delhi, India",5.7,19.7,,,,,,,914.0,28.07,4.2,4.4,UPI,28.6116644,77.1051654,,
2024-10-04,16:07:09,"""CNR9246214""",Completed,"""CID1275689""",eBike,"Kashmere Gate ISBT, New Delhi, India","ITO, New Delhi, India",6.1,32.6,,,,,,,260.0,11.68,4.3,4.2,UPI,,,28.6281909,77.2410437
2024-07-06,09:01:39,"""CNR6602331""",Completed,"""CID3527523""",Premier Sedan,"Subhash Chowk, New Delhi, India","Central Secretariat, New Delhi, India",10.4,33.1,,,,,,,637.0,22.37,4.3,4.4,Credit Card,,,28.6158758,77.2123449
2024-12-17,18:21:35,"""CNR7222474""",Completed,"""CID6809392""",Go Mini,"Lajpat Nagar, New Delhi, India","Tilak Nagar, New Delhi, India",10.3,36.9,,,,,,,285.0,4.2,4.1,5.0,UPI,28.5737083,77.258017,,
2024-06-29,22:36:23,"""CNR9483501""",Completed,"""CID2364970""",eBike,"Civil Lines Gurgaon, New Delhi, India","Karol Bagh, New Delhi, India",8.0,19.0,,,,,,,152.0,13.24,4.4,4.1,Cash,,,28.6539198,77.191078
2024-02-03,20:37:31,"""CNR8032369""",Completed,"""CID1746527""",Go Sedan,"Khandsa, New Delhi, India","Kashmere Gate, New Delhi, India",6.3,32.8,,,,,,,121.0,24.81,4.3,4.2,UPI,,,,
2024-02-14,08:55:34,"""CNR1046735""",Completed,"""CID4259232""",Go Mini,"Akshardham, New Delhi, India","Basai Dhankot, New Delhi, India",9.4,35.2,,,,,,,88.0,29.68,4.6,4.6,Cash,28.5838692,77.0437467,,
2024-04-02,02:47:34,"""CNR1510681""",Completed,"""CID7947054""",Go Mini,"Barakhamba Road, New Delhi, India","Bahadurgarh, New Delhi, India",11.2,31.7,,,,,,,454.0,18.45,4.3,4.9,Credit Card,28.6274707,77.2290488,,
2024-04-14,18:02:48,"""CNR2455706""",Completed,"""CID1951037""",Premier Sedan,"Samaypur Badli, New Delhi, India","Mundka, New Delhi, India",3.2,17.8,,,,,,,433.0,47.0,4.2,4.6,Uber Wallet,,,,
2024-08-16,20:16:55,"""CNR9337560""",Completed,"""CID5379099""",Go Sedan,"Nirman Vihar, New Delhi, India","Sadar Bazar Gurgaon, New Delhi, India",11.8,33.7,,,,,,,436.0,13.42,4.2,3.1,Debit Card,,,,
2024-12-29,19:46:04,"""CNR3208715""",Completed,"""CID8826533""",Premier Sedan,"Lok Kalyan Marg, New Delhi, India","Shastri Park, New Delhi, India",9.1,25.1,,,,,,,2351.0,13.23,3.2,5.0,UPI,,,28.6442794,77.2718858
2024-03-08,15:12:30,"""CNR9666522""",Completed,"""CID3549007""",Bike,"Golf Course Road, New Delhi, India","Faridabad Sector 15, New Delhi, India",3.9,32.7,,,,,,,555.0,44.71,4.4,4.8,UPI,,,,
2024-11-10,12:21:35,"""CNR2975292""",Completed,"""CID4416217""",Auto,"Huda City Centre, New Delhi, India","Kanhaiya Nagar, New Delhi, India",7.8,16.6,,,,,,,204.0,22.18,4.1,4.9,Uber Wallet,,,,
2024-07-20,13:38:24,"""CNR7796728""",Completed,"""CID3767873""",Go Mini,"Madipur, New Delhi, India","Anand Vihar ISBT, New Delhi, India",12.2,15.7,,,,,,,803.0,3.23,4.5,4.4,Cash,,,,
2024-07-26,19:50:30,"""CNR4167636""",Completed,"""CID2021151""",Bike,"Saket, New Delhi, India","IIT Delhi, New Delhi, India",8.1,30.1,,,,,,,737.0,14.46,4.5,4.6,UPI,28.5234897,77.209631,28.5449971,77.1891506
2024-05-07,21:55:57,"""CNR1199334""",Completed,"""CID5564227""",Bike,"Samaypur Badli, New Delhi, India","Tilak Nagar, New Delhi, India",4.2,23.1,,,,,,,854.0,3.18,4.7,4.3,UPI,,,,
2024-09-14,10:36:47,"""CNR9772703""",Completed,"""CID2129612""",Go Mini,"Moti Nagar, New Delhi, India","Manesar, New Delhi, India",10.1,17.2,,,,,,,449.0,46.17,4.1,4.6,Debit Card,,,,
2024-07-10,19:10:21,"""CNR7917027""",Completed,"""CID8472008""",Go Sedan,"New Delhi Railway Station, New Delhi, India","Nehru Place, New Delhi, India",9.8,26.3,,,,,,,495.0,9.54,4.2,4.1,Cash,,,,
2024-07-10,18:41:28,"""CNR7768664""",Completed,"""CID3362853""",Go Sedan,"Lok Kalyan Marg, New Delhi, India","Gurgaon Railway Station, New Delhi, India",6.4,29.0,,,,,,,136.0,37.93,4.9,4.1,Cash,28.5973513,77.2110967,,
2024-02-11,11:27:51,"""CNR4777052""",Completed,"""CID6143061""",Go Sedan,"Botanical Garden, New Delhi, India","Sarai Kale Khan, New Delhi, India",3.1,37.4,,,,,,,1532.0,26.6,4.2,4.3,Cash,,,,
2024-01-26,13:07:31,"""CNR9681610""",Completed,"""CID6705780""",Premier Sedan,"Shastri Park, New Delhi, India","Indraprastha, New Delhi, India",10.6,17.5,,,,,,,388.0,23.23,4.8,4.5,Debit Card,28.6442794,77.2718858,28.6009714,77.2536432
2024-06-10,08:24:41,"""CNR8226938""",Completed,"""CID5952000""",Go Sedan,"Saidulajab, New Delhi, India","Nawada, New Delhi, India",5.0,31.2,,,,,,,2191.0,27.21,4.9,3.3,UPI,28.5204237,77.2022859,,
2024-11-12,18:53:23,"""CNR6402775""",Completed,"""CID9515032""",Auto,"Moti Nagar, New Delhi, India","Huda City Centre, New Delhi, India",5.4,42.0,,,,,,,445.0,20.45,3.9,4.9,Cash,28.5794125,77.1877951,,
2024-11-28,20:25:51,"""CNR2389149""",Completed,"""CID4935036""",Go Mini,"Kanhaiya Nagar, New Delhi, India","Rajiv Nagar, New Delhi, India",5.0,18.2,,,,,,,708.0,4.47,4.3,4.1,Uber Wallet,,,,
2024-08-23,10:28:08,"""CNR5794708""",Completed,"""CID4374261""",eBike,"Samaypur Badli, New Delhi, India","Subhash Nagar, New Delhi, India",5.6,38.6,,,,,,,66.0,25.84,3.8,4.5,Uber Wallet,,,,
2024-08-25,02:14:25,"""CNR6229832""",Completed,"""CID9191610""",Go Sedan,"Hero Honda Chowk, New Delhi, India","Sohna Road, New Delhi, India",3.1,27.7,,,,,,,574.0,14.01,4.9,4.6,UPI,,,,
2024-10-30,18:57:09,"""CNR6698329""",Completed,"""CID1736673""",Premier Sedan,"Kashmere Gate ISBT, New Delhi, India","Nirman Vihar, New Delhi, India",4.8,37.1,,,,,,,340.0,36.28,4.3,4.1,UPI,,,,
2024-11-25,03:08:41,"""CNR3769851""",Completed,"""CID8343340""",Go Mini,"Kashmere Gate, New Delhi, India","Delhi Gate, New Delhi, India",2.1,33.1,,,,,,,418.0,43.15,4.6,4.9,UPI,,,,
2024-12-03,14:42:36,"""CNR6057258""",Completed,"""CID5456822""",Go Sedan,"Noida Sector 18, New Delhi, India","Khan Market, New Delhi, India",8.5,24.4,,,,,,,392.0,26.45,3.9,4.5,Cash,,,28.5995141,77.2259785
2024-11-15,10:14:17,"""CNR8998678""",Completed,"""CID6755113""",Go Sedan,"IIT Delhi, New Delhi, India","Sultanpur, New Delhi, India",14.5,24.1,,,,,,,417.0,39.88,4.2,4.3,UPI,28.5449971,77.1891506,28.4985863,77.1594085
2024-06-26,14:27:14,"""CNR1206658""",Completed,"""CID9859756""",Auto,"Nirman Vihar, New Delhi, India","Akshardham, New Delhi, India",13.9,27.0,,,,,,,390.0,27.54,4.4,4.7,Credit Card,,,28.5838692,77.0437467
2024-05-17,13:47:46,"""CNR5441052""",Completed,"""CID3106018""",Auto,"Ashok Park Main, New Delhi, India","Kanhaiya Nagar, New Delhi, India",2.3,20.4,,,,,,,935.0,8.61,4.4,4.3,Cash,,,,
2024-08-09,12:57:40,"""CNR3081864""",Completed,"""CID1711243""",Go Mini,"Chandni Chowk, New Delhi, India","Aya Nagar, New Delhi, India",4.4,21.7,,,,,,,912.0,8.62,4.3,4.8,Cash,,,28.471209,77.1289138
2024-12-01,09:09:05,"""CNR1621387""",Completed,"""CID9721342""",Auto,"Mundka, New Delhi, India","Qutub Minar, New Delhi, India",5.7,37.8,,,,,,,1551.0,18.58,4.6,4.2,Uber Wallet,,,,
2024-01-18,03:58:07,"""CNR3127299""",Completed,"""CID4491559""",Go Sedan,"Azadpur, New Delhi, India","Karol Bagh, New Delhi, India",3.1,33.7,,,,,,,260.0,18.46,3.1,4.9,Cash,,,28.6539198,77.191078
2024-12-25,09:16:38,"""CNR9646369""",Completed,"""CID2665603""",Go Mini,"Ardee City, New Delhi, India","ITO, New Delhi, India",9.3,43.8,,,,,,,581.0,4.12,3.1,5.0,Debit Card,,,,
2024-12-30,15:24:56,"""CNR3382656""",Completed,"""CID1074830""",Auto,"Nehru Place, New Delhi, India","New Delhi Railway Station, New Delhi, India",3.9,33.6,,,,,,,433.0,27.27,4.2,4.2,UPI,28.5480268,77.2534172,28.6410131,77.218765
2024-02-10,18:27:18,"""CNR5508682""",Completed,"""CID1818836""",Go Sedan,"Ashok Park Main, New Delhi, India","Bhiwadi, New Delhi, India",14.8,24.9,,,,,,,550.0,49.87,4.2,4.0,UPI,,,,
2024-10-10,17:13:45,"""CNR5633739""",Completed,"""CID8867194""",Go Mini,"Yamuna Bank, New Delhi, India","Ghitorni Village, New Delhi, India",12.8,29.0,,,,,,,436.0,15.05,3.2,4.8,Cash,,,,
2024-01-12,11:34:22,"""CNR5415118""",Completed,"""CID2900030""",Auto,"Kanhaiya Nagar, New Delhi, India","Dwarka Mor, New Delhi, India",12.0,27.2,,,,,,,563.0,30.75,4.3,4.3,UPI,,,,
2024-05-11,09:48:52,"""CNR6681473""",Completed,"""CID9191167""",Go Mini,"Vidhan Sabha, New Delhi, India","Manesar, New Delhi, India",13.0,32.8,,,,,,,115.0,45.74,3.2,4.1,Cash,,,,
2024-03-02,15:55:18,"""CNR4885947""",Completed,"""CID9992296""",Go Sedan,"Satguru Ram Singh Marg, New Delhi, India","Vishwavidyalaya, New Delhi, India",13.0,28.9,,,,,,,996.0,42.03,3.8,4.1,Uber Wallet,28.6188228,77.1131431,28.6899842,77.2197295
2024-09-09,16:53:05,"""CNR1691260""",Completed,"""CID9760350""",eBike,"DLF Phase 3, New Delhi, India","Faridabad Sector 15, New Delhi, India",10.5,19.6,,,,,,,209.0,16.64,4.2,4.4,Debit Card,,,,
2024-07-21,15:36:16,"""CNR6522329""",Completed,"""CID7968830""",Premier Sedan,"Anand Vihar ISBT, New Delhi, India","Ghitorni, New Delhi, India",10.0,44.7,,,,,,,134.0,47.35,4.0,4.9,Cash,,,28.4931214,77.1424868
2024-10-06,06:31:24,"""CNR3244767""",Completed,"""CID6033429""",Premier Sedan,"Ashok Park Main, New Delhi, India","Jhilmil, New Delhi, India",12.0,40.4,,,,,,,363.0,49.7,4.6,4.6,Debit Card,,,28.6687247,77.313243
2024-07-19,10:52:41,"""CNR4642109""",Completed,"""CID6055646""",Premier Sedan,"Gurgaon Sector 56, New Delhi, India","Munirka, New Delhi, India",2.2,20.9,,,,,,,409.0,39.87,4.2,4.3,UPI,,,28.554886,77.1710841
